G5Yr20A5z_Q,905,0.129,0.342,0.278,0.996,11,0
G5Yr20A5z_Q,905,0.129,0.342,0.278,0.996,74,0
G5Yr20A5z_Q,905,0.129,0.342,0.278,0.996,80,0
G5Yr20A5z_Q,905,0.24,0.324,0.416,1,11,2
G5Yr20A5z_Q,905,0.24,0.324,0.416,1,74,2
G5Yr20A5z_Q,905,0.24,0.324,0.416,1,80,2
G5Yr20A5z_Q,905,0.245,0.216,0.318,0.436,11,6
G5Yr20A5z_Q,905,0.245,0.216,0.318,0.436,74,6
G5Yr20A5z_Q,905,0.245,0.216,0.318,0.436,80,6
G5Yr20A5z_Q,905,0.332,0.248,0.434,0.452,11,5
G5Yr20A5z_Q,905,0.332,0.248,0.434,0.452,74,5
G5Yr20A5z_Q,905,0.332,0.248,0.434,0.452,80,5
G5Yr20A5z_Q,905,0.445,0.035,0.584,0.713,12,4
G5Yr20A5z_Q,905,0.445,0.035,0.584,0.713,79,4
G5Yr20A5z_Q,905,0.613,0.273,0.753,0.733,11,1
G5Yr20A5z_Q,905,0.613,0.273,0.753,0.733,74,1
G5Yr20A5z_Q,905,0.613,0.273,0.753,0.733,80,1
G5Yr20A5z_Q,905,0.803,0.322,0.963,0.756,11,3
G5Yr20A5z_Q,905,0.803,0.322,0.963,0.756,74,3
G5Yr20A5z_Q,905,0.803,0.322,0.963,0.756,80,3
G5Yr20A5z_Q,906,0.126,0.347,0.282,0.987,11,0
G5Yr20A5z_Q,906,0.126,0.347,0.282,0.987,74,0
G5Yr20A5z_Q,906,0.126,0.347,0.282,0.987,80,0
G5Yr20A5z_Q,906,0.241,0.323,0.422,0.997,11,2
G5Yr20A5z_Q,906,0.241,0.323,0.422,0.997,74,2
G5Yr20A5z_Q,906,0.241,0.323,0.422,0.997,80,2
G5Yr20A5z_Q,906,0.418,0.043,0.578,0.709,12,4
G5Yr20A5z_Q,906,0.418,0.043,0.578,0.709,79,4
G5Yr20A5z_Q,906,0.631,0.282,0.756,0.511,11,1
G5Yr20A5z_Q,906,0.631,0.282,0.756,0.511,74,1
G5Yr20A5z_Q,906,0.631,0.282,0.756,0.511,80,1
G5Yr20A5z_Q,907,0.128,0.327,0.281,0.995,11,0
G5Yr20A5z_Q,907,0.128,0.327,0.281,0.995,74,0
G5Yr20A5z_Q,907,0.239,0.319,0.432,0.996,11,2
G5Yr20A5z_Q,907,0.239,0.319,0.432,0.996,74,2
G5Yr20A5z_Q,907,0.335,0.247,0.434,0.444,11,8
G5Yr20A5z_Q,907,0.335,0.247,0.434,0.444,74,8
G5Yr20A5z_Q,907,0.43,0.063,0.595,0.695,12,4
G5Yr20A5z_Q,907,0.43,0.063,0.595,0.695,79,4
G5Yr20A5z_Q,907,0.631,0.289,0.758,0.512,11,1
G5Yr20A5z_Q,907,0.631,0.289,0.758,0.512,74,1
G5Yr20A5z_Q,907,0.809,0.324,0.976,0.774,11,7
G5Yr20A5z_Q,907,0.809,0.324,0.976,0.774,74,7
G5Yr20A5z_Q,907,0.809,0.324,0.976,0.774,80,7
G5Yr20A5z_Q,908,0.128,0.326,0.298,0.974,11,0
G5Yr20A5z_Q,908,0.128,0.326,0.298,0.974,80,0
G5Yr20A5z_Q,908,0.242,0.304,0.429,0.976,11,2
G5Yr20A5z_Q,908,0.242,0.304,0.429,0.976,80,2
G5Yr20A5z_Q,908,0.353,0.248,0.433,0.483,11,8
G5Yr20A5z_Q,908,0.353,0.248,0.433,0.483,74,8
G5Yr20A5z_Q,908,0.353,0.248,0.433,0.483,80,8
G5Yr20A5z_Q,908,0.548,0.084,0.699,0.448,14,4
G5Yr20A5z_Q,908,0.548,0.084,0.699,0.448,17,4
G5Yr20A5z_Q,908,0.811,0.322,0.96,0.765,11,7
G5Yr20A5z_Q,908,0.811,0.322,0.96,0.765,74,7
G5Yr20A5z_Q,908,0.811,0.322,0.96,0.765,80,7
G5Yr20A5z_Q,909,0.372,0.173,0.492,0.785,12,12
G5Yr20A5z_Q,909,0.372,0.173,0.492,0.785,80,12
G5Yr20A5z_Q,909,0.435,0.153,0.582,0.892,12,11
G5Yr20A5z_Q,909,0.435,0.153,0.582,0.892,80,11
G5Yr20A5z_Q,909,0.533,0.128,0.707,0.978,14,2
G5Yr20A5z_Q,909,0.533,0.128,0.707,0.978,79,2
G5Yr20A5z_Q,909,0.689,0.194,0.797,0.809,12,9
G5Yr20A5z_Q,909,0.689,0.194,0.797,0.809,74,9
G5Yr20A5z_Q,909,0.689,0.194,0.797,0.809,80,9
G5Yr20A5z_Q,909,0.795,0.216,0.9,0.597,12,10
G5Yr20A5z_Q,909,0.795,0.216,0.9,0.597,80,10
G5Yr20A5z_Q,909,0.875,0.274,0.97,0.723,12,13
G5Yr20A5z_Q,909,0.875,0.274,0.97,0.723,80,13
G5Yr20A5z_Q,910,0.29,0.12,0.503,0.967,14,14
G5Yr20A5z_Q,910,0.676,0.186,0.796,0.806,12,9
G5Yr20A5z_Q,910,0.676,0.186,0.796,0.806,17,9
G5Yr20A5z_Q,910,0.676,0.186,0.796,0.806,74,9
G5Yr20A5z_Q,910,0.788,0.229,0.898,0.578,12,10
G5Yr20A5z_Q,910,0.788,0.229,0.898,0.578,80,10
G5Yr20A5z_Q,910,0.87,0.271,0.971,0.719,12,13
G5Yr20A5z_Q,910,0.87,0.271,0.971,0.719,80,13
G5Yr20A5z_Q,911,0.201,0.099,0.36,0.932,12,14
G5Yr20A5z_Q,911,0.201,0.099,0.36,0.932,17,14
G5Yr20A5z_Q,911,0.424,0.167,0.56,0.848,12,17
G5Yr20A5z_Q,911,0.424,0.167,0.56,0.848,80,17
G5Yr20A5z_Q,911,0.576,0.17,0.815,0.89,12,16
G5Yr20A5z_Q,911,0.576,0.17,0.815,0.89,17,16
G5Yr20A5z_Q,911,0.576,0.17,0.815,0.89,78,16
G5Yr20A5z_Q,911,0.576,0.17,0.815,0.89,80,16
G5Yr20A5z_Q,911,0.709,0.207,0.807,0.479,12,18
G5Yr20A5z_Q,911,0.709,0.207,0.807,0.479,80,18
G5Yr20A5z_Q,911,0.799,0.222,0.882,0.51,12,10
G5Yr20A5z_Q,911,0.799,0.222,0.882,0.51,74,10
G5Yr20A5z_Q,911,0.799,0.222,0.882,0.51,80,10
G5Yr20A5z_Q,911,0.838,0.237,0.971,0.971,14,15
G5Yr20A5z_Q,911,0.838,0.237,0.971,0.971,17,15
G5Yr20A5z_Q,911,0.838,0.237,0.971,0.971,65,15
G5Yr20A5z_Q,912,0.206,0.103,0.335,0.896,12,14
G5Yr20A5z_Q,912,0.206,0.103,0.335,0.896,17,14
G5Yr20A5z_Q,912,0.43,0.216,0.554,0.886,12,17
G5Yr20A5z_Q,912,0.43,0.216,0.554,0.886,36,17
G5Yr20A5z_Q,912,0.514,0.232,0.574,0.522,12,19
G5Yr20A5z_Q,912,0.514,0.232,0.574,0.522,80,19
G5Yr20A5z_Q,912,0.563,0.152,0.713,0.939,12,16
G5Yr20A5z_Q,912,0.563,0.152,0.713,0.939,17,16
G5Yr20A5z_Q,912,0.563,0.152,0.713,0.939,80,16
G5Yr20A5z_Q,912,0.698,0.251,0.812,0.969,14,21
G5Yr20A5z_Q,912,0.784,0.229,0.882,0.494,12,10
G5Yr20A5z_Q,912,0.784,0.229,0.882,0.494,17,10
G5Yr20A5z_Q,912,0.784,0.229,0.882,0.494,80,10
G5Yr20A5z_Q,912,0.875,0.267,0.973,0.767,12,20
G5Yr20A5z_Q,912,0.875,0.267,0.973,0.767,80,20
G5Yr20A5z_Q,913,0.214,0.114,0.351,0.908,12,14
G5Yr20A5z_Q,913,0.214,0.114,0.351,0.908,17,14
G5Yr20A5z_Q,913,0.405,0.207,0.527,0.861,12,22
G5Yr20A5z_Q,913,0.405,0.207,0.527,0.861,36,22
G5Yr20A5z_Q,913,0.482,0.233,0.657,0.986,14,24
G5Yr20A5z_Q,913,0.595,0.228,0.716,0.943,14,25
G5Yr20A5z_Q,913,0.703,0.2,0.831,0.813,12,23
G5Yr20A5z_Q,913,0.703,0.2,0.831,0.813,80,23
G5Yr20A5z_Q,913,0.793,0.223,0.879,0.718,12,10
G5Yr20A5z_Q,913,0.793,0.223,0.879,0.718,17,10
G5Yr20A5z_Q,913,0.793,0.223,0.879,0.718,80,10
G5Yr20A5z_Q,913,0.89,0.267,0.986,0.748,12,20
G5Yr20A5z_Q,913,0.89,0.267,0.986,0.748,80,20
G5Yr20A5z_Q,914,0.257,0.12,0.394,0.91,12,14
G5Yr20A5z_Q,914,0.257,0.12,0.394,0.91,17,14
G5Yr20A5z_Q,914,0.257,0.12,0.394,0.91,45,14
G5Yr20A5z_Q,914,0.411,0.222,0.545,0.963,14,28
G5Yr20A5z_Q,914,0.411,0.222,0.545,0.963,80,28
G5Yr20A5z_Q,914,0.467,0.175,0.575,0.582,12,27
G5Yr20A5z_Q,914,0.56,0.234,0.62,0.441,12,29
G5Yr20A5z_Q,914,0.56,0.234,0.62,0.441,80,29
G5Yr20A5z_Q,914,0.585,0.149,0.721,0.945,14,26
G5Yr20A5z_Q,914,0.585,0.149,0.721,0.945,17,26
G5Yr20A5z_Q,914,0.735,0.222,0.861,0.813,12,23
G5Yr20A5z_Q,914,0.735,0.222,0.861,0.813,80,23
G5Yr20A5z_Q,914,0.926,0.264,0.995,0.721,12,20
G5Yr20A5z_Q,914,0.926,0.264,0.995,0.721,80,20
G5Yr20A5z_Q,915,0.288,0.117,0.403,0.896,12,14
G5Yr20A5z_Q,915,0.288,0.117,0.403,0.896,45,14
G5Yr20A5z_Q,915,0.288,0.117,0.403,0.896,59,14
G5Yr20A5z_Q,915,0.37,0.229,0.483,0.981,12,31
G5Yr20A5z_Q,915,0.37,0.229,0.483,0.981,80,31
G5Yr20A5z_Q,915,0.511,0.164,0.594,0.492,12,27
G5Yr20A5z_Q,915,0.511,0.164,0.594,0.492,80,27
G5Yr20A5z_Q,915,0.512,0.129,0.689,0.989,14,26
G5Yr20A5z_Q,915,0.512,0.129,0.689,0.989,17,26
G5Yr20A5z_Q,915,0.512,0.129,0.689,0.989,80,26
G5Yr20A5z_Q,915,0.657,0.239,0.763,0.802,12,30
G5Yr20A5z_Q,915,0.657,0.239,0.763,0.802,80,30
G5Yr20A5z_Q,915,0.763,0.225,0.892,0.813,12,23
G5Yr20A5z_Q,915,0.763,0.225,0.892,0.813,80,23
G5Yr20A5z_Q,916,0.205,0.089,0.378,0.925,12,14
G5Yr20A5z_Q,916,0.205,0.089,0.378,0.925,38,14
G5Yr20A5z_Q,916,0.372,0.239,0.482,0.985,12,31
G5Yr20A5z_Q,916,0.372,0.239,0.482,0.985,80,31
G5Yr20A5z_Q,916,0.5,0.121,0.632,0.995,12,26
G5Yr20A5z_Q,916,0.5,0.121,0.632,0.995,17,26
G5Yr20A5z_Q,916,0.665,0.237,0.775,0.805,12,30
G5Yr20A5z_Q,916,0.665,0.237,0.775,0.805,80,30
G5Yr20A5z_Q,916,0.772,0.213,0.904,0.813,12,23
G5Yr20A5z_Q,916,0.772,0.213,0.904,0.813,80,23
G5Yr20A5z_Q,916,0.869,0.215,0.973,0.694,12,32
G5Yr20A5z_Q,916,0.869,0.215,0.973,0.694,80,32
G5Yr20A5z_Q,917,0.194,0.077,0.361,0.914,12,14
G5Yr20A5z_Q,917,0.194,0.077,0.361,0.914,59,14
G5Yr20A5z_Q,917,0.596,0.237,0.668,0.782,12,33
G5Yr20A5z_Q,917,0.596,0.237,0.668,0.782,80,33
G5Yr20A5z_Q,917,0.667,0.238,0.774,0.805,12,30
G5Yr20A5z_Q,917,0.667,0.238,0.774,0.805,80,30
G5Yr20A5z_Q,917,0.771,0.216,0.902,0.813,12,23
G5Yr20A5z_Q,917,0.771,0.216,0.902,0.813,80,23
G5Yr20A5z_Q,917,0.869,0.237,0.973,0.652,12,32
G5Yr20A5z_Q,917,0.869,0.237,0.973,0.652,80,32
G5Yr20A5z_Q,918,0.203,0.1,0.352,0.879,12,14
G5Yr20A5z_Q,918,0.203,0.1,0.352,0.879,38,14
G5Yr20A5z_Q,918,0.597,0.222,0.664,0.767,12,33
G5Yr20A5z_Q,918,0.597,0.222,0.664,0.767,80,33
G5Yr20A5z_Q,918,0.666,0.236,0.774,0.8,12,30
G5Yr20A5z_Q,918,0.666,0.236,0.774,0.8,80,30
G5Yr20A5z_Q,918,0.77,0.226,0.9,0.816,12,23
G5Yr20A5z_Q,918,0.77,0.226,0.9,0.816,17,23
G5Yr20A5z_Q,918,0.77,0.226,0.9,0.816,80,23
G5Yr20A5z_Q,918,0.869,0.234,0.971,0.67,12,32
G5Yr20A5z_Q,918,0.869,0.234,0.971,0.67,80,32
G5Yr20A5z_Q,919,0.219,0.102,0.393,0.922,12,14
G5Yr20A5z_Q,919,0.219,0.102,0.393,0.922,38,14
G5Yr20A5z_Q,919,0.368,0.117,0.547,0.954,12,35
G5Yr20A5z_Q,919,0.368,0.117,0.547,0.954,65,35
G5Yr20A5z_Q,919,0.507,0.17,0.626,0.828,12,34
G5Yr20A5z_Q,919,0.507,0.17,0.626,0.828,80,34
G5Yr20A5z_Q,919,0.596,0.224,0.667,0.778,12,33
G5Yr20A5z_Q,919,0.596,0.224,0.667,0.778,80,33
G5Yr20A5z_Q,919,0.665,0.232,0.773,0.8,12,30
G5Yr20A5z_Q,919,0.665,0.232,0.773,0.8,80,30
G5Yr20A5z_Q,919,0.773,0.228,0.9,0.816,12,23
G5Yr20A5z_Q,919,0.773,0.228,0.9,0.816,80,23
G5Yr20A5z_Q,919,0.866,0.223,0.971,0.672,12,32
G5Yr20A5z_Q,919,0.866,0.223,0.971,0.672,80,32
G5Yr20A5z_Q,920,0.195,0.12,0.395,0.901,12,14
G5Yr20A5z_Q,920,0.195,0.12,0.395,0.901,38,14
G5Yr20A5z_Q,920,0.321,0.217,0.497,0.975,12,36
G5Yr20A5z_Q,920,0.321,0.217,0.497,0.975,80,36
G5Yr20A5z_Q,920,0.445,0.16,0.617,0.945,12,35
G5Yr20A5z_Q,920,0.597,0.229,0.663,0.558,12,33
G5Yr20A5z_Q,920,0.597,0.229,0.663,0.558,80,33
G5Yr20A5z_Q,920,0.664,0.238,0.772,0.803,12,30
G5Yr20A5z_Q,920,0.664,0.238,0.772,0.803,80,30
G5Yr20A5z_Q,920,0.771,0.221,0.898,0.816,12,23
G5Yr20A5z_Q,920,0.771,0.221,0.898,0.816,17,23
G5Yr20A5z_Q,920,0.771,0.221,0.898,0.816,80,23
G5Yr20A5z_Q,920,0.868,0.225,0.969,0.661,12,32
G5Yr20A5z_Q,920,0.868,0.225,0.969,0.661,80,32
G5Yr20A5z_Q,921,0.162,0.083,0.384,0.909,12,14
G5Yr20A5z_Q,921,0.162,0.083,0.384,0.909,38,14
G5Yr20A5z_Q,921,0.346,0.225,0.481,0.969,12,36
G5Yr20A5z_Q,921,0.458,0.294,0.518,0.904,12,37
G5Yr20A5z_Q,921,0.515,0.158,0.681,0.945,14,35
G5Yr20A5z_Q,921,0.669,0.239,0.773,0.807,12,30
G5Yr20A5z_Q,921,0.669,0.239,0.773,0.807,80,30
G5Yr20A5z_Q,921,0.771,0.227,0.901,0.812,12,23
G5Yr20A5z_Q,921,0.771,0.227,0.901,0.812,80,23
G5Yr20A5z_Q,921,0.872,0.227,0.972,0.675,12,32
G5Yr20A5z_Q,921,0.872,0.227,0.972,0.675,80,32
G5Yr20A5z_Q,922,0.251,0.117,0.395,0.876,12,39
G5Yr20A5z_Q,922,0.335,0.231,0.489,0.977,12,36
G5Yr20A5z_Q,922,0.458,0.288,0.535,0.881,12,37
G5Yr20A5z_Q,922,0.458,0.288,0.535,0.881,74,37
G5Yr20A5z_Q,922,0.458,0.288,0.535,0.881,80,37
G5Yr20A5z_Q,922,0.5,0.168,0.584,0.525,12,38
G5Yr20A5z_Q,922,0.5,0.168,0.584,0.525,80,38
G5Yr20A5z_Q,922,0.551,0.157,0.717,0.948,14,35
G5Yr20A5z_Q,922,0.69,0.232,0.771,0.806,12,30
G5Yr20A5z_Q,922,0.69,0.232,0.771,0.806,80,30
G5Yr20A5z_Q,922,0.771,0.213,0.902,0.819,12,23
G5Yr20A5z_Q,922,0.771,0.213,0.902,0.819,80,23
G5Yr20A5z_Q,922,0.872,0.223,0.974,0.676,12,32
G5Yr20A5z_Q,922,0.872,0.223,0.974,0.676,80,32
G5Yr20A5z_Q,923,0.273,0.118,0.4,0.907,12,40
G5Yr20A5z_Q,923,0.273,0.118,0.4,0.907,17,40
G5Yr20A5z_Q,923,0.335,0.225,0.492,0.978,12,36
G5Yr20A5z_Q,923,0.458,0.3,0.527,0.893,12,37
G5Yr20A5z_Q,923,0.484,0.17,0.584,0.863,12,38
G5Yr20A5z_Q,923,0.484,0.17,0.584,0.863,80,38
G5Yr20A5z_Q,923,0.548,0.135,0.738,0.963,14,35
G5Yr20A5z_Q,923,0.694,0.234,0.771,0.803,12,30
G5Yr20A5z_Q,923,0.694,0.234,0.771,0.803,80,30
G5Yr20A5z_Q,923,0.772,0.201,0.9,0.817,12,23
G5Yr20A5z_Q,923,0.772,0.201,0.9,0.817,80,23
G5Yr20A5z_Q,923,0.872,0.229,0.969,0.649,12,32
G5Yr20A5z_Q,923,0.872,0.229,0.969,0.649,80,32
G5Yr20A5z_Q,924,0.244,0.113,0.37,0.913,12,40
G5Yr20A5z_Q,924,0.244,0.113,0.37,0.913,17,40
G5Yr20A5z_Q,924,0.244,0.113,0.37,0.913,79,40
G5Yr20A5z_Q,924,0.244,0.113,0.37,0.913,80,40
G5Yr20A5z_Q,924,0.34,0.231,0.493,0.964,12,36
G5Yr20A5z_Q,924,0.34,0.231,0.493,0.964,74,36
G5Yr20A5z_Q,924,0.459,0.287,0.535,0.897,12,37
G5Yr20A5z_Q,924,0.491,0.154,0.613,0.86,12,38
G5Yr20A5z_Q,924,0.491,0.154,0.613,0.86,80,38
G5Yr20A5z_Q,924,0.597,0.122,0.759,0.957,12,35
G5Yr20A5z_Q,924,0.774,0.21,0.898,0.814,12,23
G5Yr20A5z_Q,924,0.774,0.21,0.898,0.814,74,23
G5Yr20A5z_Q,924,0.774,0.21,0.898,0.814,80,23
G5Yr20A5z_Q,924,0.884,0.216,0.968,0.626,12,32
G5Yr20A5z_Q,924,0.884,0.216,0.968,0.626,74,32
G5Yr20A5z_Q,924,0.884,0.216,0.968,0.626,80,32
G5Yr20A5z_Q,925,0.231,0.107,0.376,0.926,12,40
G5Yr20A5z_Q,925,0.231,0.107,0.376,0.926,17,40
G5Yr20A5z_Q,925,0.231,0.107,0.376,0.926,79,40
G5Yr20A5z_Q,925,0.343,0.228,0.489,0.966,12,36
G5Yr20A5z_Q,925,0.343,0.228,0.489,0.966,74,36
G5Yr20A5z_Q,925,0.458,0.286,0.533,0.881,12,37
G5Yr20A5z_Q,925,0.458,0.286,0.533,0.881,74,37
G5Yr20A5z_Q,925,0.492,0.161,0.608,0.842,12,38
G5Yr20A5z_Q,925,0.492,0.161,0.608,0.842,74,38
G5Yr20A5z_Q,925,0.592,0.129,0.764,0.974,12,35
G5Yr20A5z_Q,925,0.592,0.129,0.764,0.974,74,35
G5Yr20A5z_Q,925,0.773,0.213,0.897,0.812,12,23
G5Yr20A5z_Q,925,0.773,0.213,0.897,0.812,74,23
G5Yr20A5z_Q,925,0.881,0.223,0.973,0.649,12,32
G5Yr20A5z_Q,925,0.881,0.223,0.973,0.649,74,32
G5Yr20A5z_Q,925,0.881,0.223,0.973,0.649,80,32
G5Yr20A5z_Q,926,0.235,0.104,0.38,0.914,12,40
G5Yr20A5z_Q,926,0.235,0.104,0.38,0.914,17,40
G5Yr20A5z_Q,926,0.235,0.104,0.38,0.914,79,40
G5Yr20A5z_Q,926,0.235,0.104,0.38,0.914,80,40
G5Yr20A5z_Q,926,0.342,0.232,0.493,0.971,12,36
G5Yr20A5z_Q,926,0.342,0.232,0.493,0.971,74,36
G5Yr20A5z_Q,926,0.46,0.303,0.539,0.891,12,37
G5Yr20A5z_Q,926,0.46,0.303,0.539,0.891,74,37
G5Yr20A5z_Q,926,0.46,0.303,0.539,0.891,80,37
G5Yr20A5z_Q,926,0.499,0.163,0.604,0.856,12,38
G5Yr20A5z_Q,926,0.499,0.163,0.604,0.856,74,38
G5Yr20A5z_Q,926,0.499,0.163,0.604,0.856,80,38
G5Yr20A5z_Q,926,0.587,0.127,0.755,0.971,12,35
G5Yr20A5z_Q,926,0.587,0.127,0.755,0.971,74,35
G5Yr20A5z_Q,926,0.587,0.127,0.755,0.971,79,35
G5Yr20A5z_Q,926,0.587,0.127,0.755,0.971,80,35
G5Yr20A5z_Q,926,0.772,0.211,0.898,0.813,12,23
G5Yr20A5z_Q,926,0.772,0.211,0.898,0.813,74,23
G5Yr20A5z_Q,926,0.772,0.211,0.898,0.813,80,23
G5Yr20A5z_Q,926,0.883,0.221,0.974,0.557,12,32
G5Yr20A5z_Q,926,0.883,0.221,0.974,0.557,74,32
G5Yr20A5z_Q,926,0.883,0.221,0.974,0.557,80,32
G5Yr20A5z_Q,927,0.235,0.108,0.379,0.907,12,40
G5Yr20A5z_Q,927,0.235,0.108,0.379,0.907,17,40
G5Yr20A5z_Q,927,0.235,0.108,0.379,0.907,74,40
G5Yr20A5z_Q,927,0.235,0.108,0.379,0.907,80,40
G5Yr20A5z_Q,927,0.343,0.232,0.498,0.964,12,36
G5Yr20A5z_Q,927,0.343,0.232,0.498,0.964,74,36
G5Yr20A5z_Q,927,0.343,0.232,0.498,0.964,80,36
G5Yr20A5z_Q,927,0.457,0.286,0.534,0.903,12,37
G5Yr20A5z_Q,927,0.457,0.286,0.534,0.903,80,37
G5Yr20A5z_Q,927,0.5,0.164,0.618,0.85,12,38
G5Yr20A5z_Q,927,0.5,0.164,0.618,0.85,74,38
G5Yr20A5z_Q,927,0.5,0.164,0.618,0.85,80,38
G5Yr20A5z_Q,927,0.591,0.119,0.754,0.957,14,42
G5Yr20A5z_Q,927,0.591,0.119,0.754,0.957,79,42
G5Yr20A5z_Q,927,0.712,0.219,0.781,0.756,12,41
G5Yr20A5z_Q,927,0.712,0.219,0.781,0.756,74,41
G5Yr20A5z_Q,927,0.712,0.219,0.781,0.756,80,41
G5Yr20A5z_Q,927,0.772,0.212,0.898,0.813,12,23
G5Yr20A5z_Q,927,0.772,0.212,0.898,0.813,74,23
G5Yr20A5z_Q,927,0.772,0.212,0.898,0.813,80,23
G5Yr20A5z_Q,927,0.88,0.226,0.974,0.654,12,32
G5Yr20A5z_Q,927,0.88,0.226,0.974,0.654,80,32
G5Yr20A5z_Q,928,0.234,0.101,0.368,0.921,12,40
G5Yr20A5z_Q,928,0.234,0.101,0.368,0.921,17,40
G5Yr20A5z_Q,928,0.234,0.101,0.368,0.921,74,40
G5Yr20A5z_Q,928,0.345,0.232,0.51,0.967,12,36
G5Yr20A5z_Q,928,0.345,0.232,0.51,0.967,74,36
G5Yr20A5z_Q,928,0.345,0.232,0.51,0.967,80,36
G5Yr20A5z_Q,928,0.458,0.29,0.531,0.893,12,37
G5Yr20A5z_Q,928,0.458,0.29,0.531,0.893,74,37
G5Yr20A5z_Q,928,0.458,0.29,0.531,0.893,80,37
G5Yr20A5z_Q,928,0.492,0.163,0.597,0.864,12,38
G5Yr20A5z_Q,928,0.492,0.163,0.597,0.864,80,38
G5Yr20A5z_Q,928,0.565,0.116,0.771,0.956,14,42
G5Yr20A5z_Q,928,0.565,0.116,0.771,0.956,79,42
G5Yr20A5z_Q,928,0.709,0.224,0.77,0.447,12,41
G5Yr20A5z_Q,928,0.709,0.224,0.77,0.447,74,41
G5Yr20A5z_Q,928,0.77,0.201,0.899,0.813,12,23
G5Yr20A5z_Q,928,0.77,0.201,0.899,0.813,80,23
G5Yr20A5z_Q,928,0.881,0.234,0.976,0.633,12,32
G5Yr20A5z_Q,928,0.881,0.234,0.976,0.633,74,32
G5Yr20A5z_Q,928,0.881,0.234,0.976,0.633,80,32
G5Yr20A5z_Q,929,0.218,0.111,0.381,0.933,12,40
G5Yr20A5z_Q,929,0.218,0.111,0.381,0.933,17,40
G5Yr20A5z_Q,929,0.218,0.111,0.381,0.933,74,40
G5Yr20A5z_Q,929,0.218,0.111,0.381,0.933,80,40
G5Yr20A5z_Q,929,0.345,0.012,0.658,0.997,14,42
G5Yr20A5z_Q,929,0.597,0.234,0.658,0.508,12,43
G5Yr20A5z_Q,929,0.597,0.234,0.658,0.508,80,43
G5Yr20A5z_Q,929,0.66,0.238,0.773,0.807,12,41
G5Yr20A5z_Q,929,0.66,0.238,0.773,0.807,80,41
G5Yr20A5z_Q,929,0.774,0.205,0.901,0.813,12,23
